0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
4,0,0,0,0,1,2,0,2,1,1,1,2,2,2,2,2,1,0,0,1,0,0,0,0,1,6
7,0,0,1,0,1,2,1,1,1,1,0,0,1,1,1,0,2,1,0,0,1,0,0,0,1,2
10,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,1,0
12,0,0,1,1,1,0,0,1,0,0,0,0,2,1,1,0,2,1,0,0,1,0,0,0,2,2
13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,1,1
14,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,1,0
15,0,0,0,0,0,2,0,1,0,0,0,0,0,2,2,1,0,1,0,0,1,0,0,0,1,1
16,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0
20,0,1,1,0,1,0,0,2,2,1,1,1,2,2,2,1,0,0,0,0,0,0,0,1,1,7
21,0,1,1,0,0,0,1,1,0,0,0,0,1,1,2,0,2,1,1,0,0,0,0,0,1,5
23,0,0,0,0,1,0,0,2,1,0,0,0,1,1,2,1,2,1,0,0,1,0,0,0,1,4
24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
27,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,0,0,1,0
28,0,1,0,0,0,2,0,1,1,1,1,1,1,2,2,1,2,1,0,0,1,0,0,0,1,4
30,0,1,1,0,0,2,0,1,1,2,2,1,2,2,2,1,0,1,0,0,1,0,0,0,1,6
31,0,0,0,0,1,2,0,1,2,2,2,1,0,2,2,1,2,0,0,0,0,0,1,0,2,6
33,0,0,1,1,1,1,0,1,0,0,0,0,2,1,1,0,2,1,0,0,1,0,0,0,2,0
37,0,1,0,0,0,0,0,0,1,1,1,0,0,2,1,1,0,1,1,0,0,0,0,0,1,1
40,0,0,1,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,0,0,1,0,0,0,1,0
50,0,1,1,0,0,2,0,1,2,2,1,1,0,2,1,2,0,1,1,0,0,0,0,0,0,5
52,0,0,0,0,0,1,0,0,2,2,2,0,2,1,2,0,0,1,0,0,1,0,0,0,1,6
53,0,1,1,0,0,2,0,1,2,1,1,2,2,2,1,0,0,1,0,0,1,0,0,0,1,0
55,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
56,0,0,1,0,0,1,0,1,0,1,2,1,2,1,1,2,2,0,0,0,0,1,0,0,1,2
59,0,0,0,1,1,0,0,1,1,1,2,1,0,1,2,0,2,1,0,0,1,0,0,0,1,6
60,0,0,0,1,1,1,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,2,7
61,0,1,0,0,1,2,0,2,2,2,2,2,2,1,2,2,2,1,1,0,0,0,0,0,1,6
62,0,1,1,0,0,1,0,0,1,2,1,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0
64,0,1,0,1,1,2,0,2,2,1,2,1,1,2,2,1,2,0,0,0,0,1,0,0,2,7
65,0,1,0,0,0,0,1,2,2,1,2,0,1,2,2,1,2,1,0,0,1,0,0,0,1,7
66,0,0,1,1,0,2,0,1,1,1,1,0,2,2,2,1,2,1,0,0,1,0,0,0,2,2
68,0,0,1,0,1,1,0,1,0,2,1,1,2,1,2,0,1,1,1,0,0,0,0,0,1,4
69,0,1,1,0,0,2,0,1,2,0,1,1,2,2,2,2,0,0,0,0,0,0,1,0,2,7
70,0,0,1,0,1,0,0,1,1,0,0,0,2,2,2,1,2,1,0,0,1,0,0,0,1,3
71,0,1,1,0,1,1,1,2,2,1,2,2,2,2,2,1,2,1,0,0,1,0,0,0,0,7
73,0,0,0,1,0,2,0,1,1,1,2,0,1,2,2,1,2,1,0,0,1,0,0,0,2,3
74,0,0,0,0,0,2,1,2,2,1,2,1,0,2,2,2,2,1,1,0,0,0,0,0,1,7
75,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,1,0,0,0,1,2
